Date,Predicted_Close
2024-04-15,148.9141700109701
2024-04-16,148.94755680611405
2024-04-17,148.98094360125793
2024-04-18,149.01433039640187
2024-04-19,149.04771719154576
2024-04-20,149.0811039866897
2024-04-21,149.11449078183358
2024-04-22,149.14787757697752
2024-04-23,149.18126437212146
2024-04-24,149.21465116726534
2024-04-25,149.24803796240928
2024-04-26,149.28142475755317
2024-04-27,149.3148115526971
2024-04-28,149.348198347841
2024-04-29,149.38158514298493
2024-04-30,149.41497193812882
2024-05-01,149.44835873327276
2024-05-02,149.48174552841664
2024-05-03,149.51513232356058
2024-05-04,149.54851911870446
2024-05-05,149.5819059138484
2024-05-06,149.61529270899229
2024-05-07,149.64867950413623
2024-05-08,149.6820662992801
2024-05-09,149.71545309442405
2024-05-10,149.74883988956793
2024-05-11,149.78222668471187
2024-05-12,149.81561347985576
2024-05-13,149.8490002749997
2024-05-14,149.88238707014358
2024-05-15,149.91577386528752
2024-05-16,149.9491606604314
2024-05-17,149.98254745557534
2024-05-18,150.01593425071923
2024-05-19,150.04932104586317
2024-05-20,150.0827078410071
2024-05-21,150.116094636151
2024-05-22,150.14948143129493
2024-05-23,150.1828682264388
2024-05-24,150.21625502158275
2024-05-25,150.24964181672664
2024-05-26,150.28302861187058
2024-05-27,150.31641540701446
2024-05-28,150.3498022021584
2024-05-29,150.38318899730228
2024-05-30,150.41657579244622
2024-05-31,150.4499625875901
2024-06-01,150.48334938273405
2024-06-02,150.51673617787793
2024-06-03,150.55012297302187
2024-06-04,150.58350976816575
2024-06-05,150.6168965633097
2024-06-06,150.65028335845358
2024-06-07,150.68367015359752
2024-06-08,150.7170569487414
2024-06-09,150.75044374388534
2024-06-10,150.78383053902922
2024-06-11,150.81721733417316
2024-06-12,150.85060412931705
2024-06-13,150.883990924461
2024-06-14,150.91737771960487
2024-06-15,150.9507645147488
2024-06-16,150.98415130989275
2024-06-17,151.01753810503664
2024-06-18,151.05092490018058
2024-06-19,151.08431169532446
2024-06-20,151.1176984904684
2024-06-21,151.15108528561228
2024-06-22,151.18447208075622
2024-06-23,151.2178588759001
2024-06-24,151.25124567104405
2024-06-25,151.28463246618793
2024-06-26,151.31801926133187
2024-06-27,151.35140605647575
2024-06-28,151.3847928516197
2024-06-29,151.41817964676358
2024-06-30,151.45156644190752
2024-07-01,151.4849532370514
2024-07-02,151.51834003219534
2024-07-03,151.55172682733922
2024-07-04,151.58511362248316
2024-07-05,151.61850041762705
2024-07-06,151.651887212771
2024-07-07,151.68527400791487
2024-07-08,151.7186608030588
2024-07-09,151.7520475982027
2024-07-10,151.78543439334663
2024-07-11,151.81882118849052
2024-07-12,151.85220798363446
2024-07-13,151.8855947787784
2024-07-14,151.91898157392228
2024-07-15,151.95236836906622
2024-07-16,151.9857551642101
2024-07-17,152.01914195935404
2024-07-18,152.05252875449793
2024-07-19,152.08591554964187
2024-07-20,152.11930234478575
2024-07-21,152.1526891399297
2024-07-22,152.18607593507357
2024-07-23,152.21946273021751
2024-07-24,152.2528495253614
2024-07-25,152.28623632050534
2024-07-26,152.31962311564922
2024-07-27,152.35300991079316
2024-07-28,152.38639670593705
2024-07-29,152.41978350108099
2024-07-30,152.45317029622487
2024-07-31,152.4865570913688
2024-08-01,152.5199438865127
2024-08-02,152.55333068165663
2024-08-03,152.58671747680052
2024-08-04,152.62010427194446
2024-08-05,152.65349106708834
2024-08-06,152.68687786223228
2024-08-07,152.72026465737616
2024-08-08,152.7536514525201
2024-08-09,152.78703824766404
2024-08-10,152.82042504280793
2024-08-11,152.85381183795187
2024-08-12,152.88719863309575
2024-08-13,152.9205854282397
2024-08-14,152.95397222338357
2024-08-15,152.9873590185275
2024-08-16,153.0207458136714
2024-08-17,153.05413260881534
2024-08-18,153.08751940395922
2024-08-19,153.12090619910316
2024-08-20,153.15429299424704
2024-08-21,153.18767978939098
2024-08-22,153.22106658453487
2024-08-23,153.2544533796788
2024-08-24,153.2878401748227
2024-08-25,153.32122696996663
2024-08-26,153.3546137651105
2024-08-27,153.38800056025445
2024-08-28,153.42138735539834
2024-08-29,153.45477415054228
2024-08-30,153.48816094568616
2024-08-31,153.5215477408301
2024-09-01,153.55493453597398
2024-09-02,153.58832133111792
2024-09-03,153.6217081262618
2024-09-04,153.65509492140575
2024-09-05,153.6884817165497
2024-09-06,153.72186851169357
2024-09-07,153.7552553068375
2024-09-08,153.7886421019814
2024-09-09,153.82202889712534
2024-09-10,153.85541569226922
2024-09-11,153.88880248741316
2024-09-12,153.92218928255704
2024-09-13,153.95557607770098
2024-09-14,153.98896287284487
2024-09-15,154.0223496679888
2024-09-16,154.0557364631327
2024-09-17,154.08912325827663
2024-09-18,154.1225100534205
2024-09-19,154.15589684856445
2024-09-20,154.18928364370834
2024-09-21,154.22267043885228
2024-09-22,154.25605723399616
2024-09-23,154.2894440291401
2024-09-24,154.32283082428398
2024-09-25,154.35621761942792
2024-09-26,154.3896044145718
2024-09-27,154.42299120971575
2024-09-28,154.45637800485963
2024-09-29,154.48976480000357
2024-09-30,154.52315159514745
2024-10-01,154.5565383902914
2024-10-02,154.58992518543533
2024-10-03,154.62331198057922
2024-10-04,154.65669877572316
2024-10-05,154.69008557086704
2024-10-06,154.72347236601098
2024-10-07,154.75685916115486
2024-10-08,154.7902459562988
2024-10-09,154.8236327514427
2024-10-10,154.85701954658663
2024-10-11,154.8904063417305
2024-10-12,154.92379313687445
2024-10-13,154.95717993201833
2024-10-14,154.99056672716227
2024-10-15,155.02395352230616
2024-10-16,155.0573403174501
2024-10-17,155.09072711259398
2024-10-18,155.12411390773792
2024-10-19,155.1575007028818
2024-10-20,155.19088749802575
2024-10-21,155.22427429316963
2024-10-22,155.25766108831357
2024-10-23,155.29104788345745
2024-10-24,155.3244346786014
2024-10-25,155.35782147374528
2024-10-26,155.39120826888922
2024-10-27,155.4245950640331
2024-10-28,155.45798185917704
2024-10-29,155.49136865432098
2024-10-30,155.52475544946486
2024-10-31,155.5581422446088
2024-11-01,155.5915290397527
2024-11-02,155.62491583489663
2024-11-03,155.6583026300405
2024-11-04,155.69168942518445
2024-11-05,155.72507622032833
2024-11-06,155.75846301547227
2024-11-07,155.79184981061616
2024-11-08,155.8252366057601
2024-11-09,155.85862340090398
2024-11-10,155.89201019604792
2024-11-11,155.9253969911918
2024-11-12,155.95878378633574
2024-11-13,155.99217058147963
2024-11-14,156.02555737662357
2024-11-15,156.05894417176745
2024-11-16,156.0923309669114
2024-11-17,156.12571776205527
2024-11-18,156.1591045571992
2024-11-19,156.1924913523431
2024-11-20,156.22587814748704
2024-11-21,156.25926494263092
2024-11-22,156.29265173777486
2024-11-23,156.32603853291874
2024-11-24,156.35942532806268
2024-11-25,156.39281212320662
2024-11-26,156.4261989183505
2024-11-27,156.45958571349445
2024-11-28,156.49297250863833
2024-11-29,156.52635930378227
2024-11-30,156.55974609892615
2024-12-01,156.5931328940701
2024-12-02,156.62651968921398
2024-12-03,156.65990648435792
2024-12-04,156.6932932795018
2024-12-05,156.72668007464574
2024-12-06,156.76006686978963
2024-12-07,156.79345366493357
2024-12-08,156.82684046007745
2024-12-09,156.8602272552214
2024-12-10,156.89361405036527
2024-12-11,156.9270008455092
2024-12-12,156.9603876406531
2024-12-13,156.99377443579704
